,Location,Total sqft,price,area_type,availability,bhk,type,housing_type
337,Ghatkopar West,540,100.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
338,matunga east,350,72.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
339,Vichumbe,960,62.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
340,Andheri East,650,125.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
341,Goregaon West,450,100.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
342,Nala Sopara,690,35.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
343,Bhangarwadi,674,28.0,Built-up  Area,Ready To Move,1,BHK,Apartment
344,Dahisar,425,21.54,Super built-up  Area,Ready To Move,2,BHK,Apartment
345,Bandra West,790,375.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
346,Ulwe,550,40.0,Plot  Area,Ready To Move,1,BHK,Apartment
347,Borivali West,1151,159.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
348,Karanjade,660,42.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
349,Dombivali East,385,14.9,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
350,Mira Road East,800,70.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
351,Mandvi,270,55.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
352,Mira Road East,850,48.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
353,Dombivali,950,90.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
354,Kalyan West,830,57.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
355,Virar West,540,32.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
356,Kamathipura,890,250.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
357,Karjat,500,18.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
358,Neral,470,26.0,Built-up  Area,Ready To Move,1,BHK,Apartment
359,Neral,410,18.5,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
360,Mulund West,1000,185.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
361,Thane West,1050,175.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
362,Malad West,1050,239.0,Built-up  Area,Ready To Move,2,BHK,Apartment
363,Malad West,580,93.0,Built-up  Area,Ready To Move,1,BHK,Apartment
364,Borivali West,560,82.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
365,Goregaon West,570,105.0,Built-up  Area,Ready To Move,1,BHK,Apartment
366,Mira Road East,575,52.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
367,Nalasopara West,350,24.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
368,Mira Road East,740,76.0,Built-up  Area,Ready To Move,1,BHK,Apartment
369,Mira Road East,1565,165.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
370,Malad West,1080,190.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
371,Santacruz East,1500,400.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
372,Panvel,1355,130.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
373,Andheri West,1601,20.0,Carpet  Area,Not Ready Yet,5,BHK,IndependentFloor
374,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
375,Andheri West,1601,20.0,Super built-up  Area,Ready To Move,5,BHK,IndependentFloor
376,Andheri West,651,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
377,Bhayandar West,960,114.99999999999999,Super built-up  Area,Ready To Move,2,BHK,Apartment
378,Goregaon East,666,193.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
379,Panvel,261,45.49,Super built-up  Area,Ready To Move,1,BHK,Apartment
380,Kamothe,1093,78.0,Built-up  Area,Ready To Move,2,BHK,Apartment
381,Thane West,600,77.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
382,Powai,355,75.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
383,Thane West,600,55.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
384,Boisar,650,20.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
385,Santacruz East,854,155.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
386,Dombivali East,550,35.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
387,Kalyan West,830,55.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
388,Kalyan West,830,56.61,Super built-up  Area,Ready To Move,2,BHK,Apartment
389,Kalwa,575,66.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
390,Dharamveer Nagar,380,50.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
391,Nerul,1098,155.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
392,Khopoli,294,22.54,Built-up  Area,Ready To Move,1,BHK,Apartment
393,Khopoli,436,33.49,Super built-up  Area,Ready To Move,2,BHK,Apartment
394,Kalwa,450,33.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
395,Dadar East,950,340.0,Built-up  Area,Not Ready Yet,2,BHK,Apartment
396,Andheri West,3000,450.0,Built-up  Area,Ready To Move,4,BHK,Apartment
397,Bhayandar East,500,42.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
398,Diva Gaon,590,36.0,Plot  Area,Ready To Move,1,BHK,Apartment
399,Kanjurmarg,1100,185.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
400,Parel,250,98.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
401,Chembur,500,105.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
402,Chembur,410,110.00000000000001,Built-up  Area,Ready To Move,1,BHK,Apartment
403,Sanpada,655,38.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
404,Ulwe,505,31.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
405,Karanjade,651,38.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
406,Vasai West,554,43.0,Plot  Area,Ready To Move,1,BHK,Apartment
407,Khopoli,615,21.0,Built-up  Area,Ready To Move,1,BHK,Apartment
408,Jogeshwari East,650,192.0,Built-up  Area,Not Ready Yet,2,BHK,Apartment
409,Kamothe,1150,88.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
410,Kalyan West,1100,60.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
411,Santacruz East,602,187.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
412,Santacruz East,579,179.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
413,Kalwa,575,62.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
414,Thane West,550,36.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
415,Mulund West,501,81.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
416,Girgaon,570,110.00000000000001,Super built-up  Area,Ready To Move,1,BHK,Apartment
417,Sion,811,148.0,Built-up  Area,Ready To Move,2,BHK,Apartment
418,Nerul,590,90.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
419,Kandivali West,650,140.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
420,Kalyan West,477,38.49,Super built-up  Area,Ready To Move,1,BHK,Apartment
421,Kalyan West,477,38.49,Super built-up  Area,Ready To Move,1,BHK,Apartment
422,Kalyan West,384,36.49,Built-up  Area,Ready To Move,1,BHK,Apartment
423,Kalyan West,477,38.49,Built-up  Area,Ready To Move,1,BHK,Apartment
424,Kalyan West,384,36.49,Super built-up  Area,Ready To Move,1,BHK,Apartment
425,Kalyan West,384,36.49,Super built-up  Area,Ready To Move,1,BHK,Apartment
426,Kalyan West,384,36.49,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
428,Goregaon East,450,95.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
429,Goregaon West,600,95.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
430,Dombivali,515,33.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
431,Belapur,700,75.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
432,Dombivali,671,43.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
433,Koper Khairane,338,43.5,Super built-up  Area,Ready To Move,1,RK,StudioApartment
434,Mira Road East,800,110.00000000000001,Super built-up  Area,Ready To Move,2,BHK,Apartment
435,Kharghar,600,30.0,Built-up  Area,Ready To Move,1,BHK,Apartment
436,Kharghar,1100,75.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
437,Kharghar,635,23.49,Plot  Area,Ready To Move,1,BHK,Apartment
438,Andheri East,443,129.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
439,Andheri East,446,130.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
440,Bhiwandi,600,26.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
441,Dombivli (West),525,30.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
442,Mira Road East,1230,135.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
443,Dronagiri,444,38.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
444,Dronagiri,561,49.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
445,Dronagiri,624,55.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
447,Umroli,670,16.75,Super built-up  Area,Ready To Move,1,BHK,Apartment
448,Umroli,500,12.5,Built-up  Area,Ready To Move,1,BHK,Apartment
449,Umroli,600,15.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
450,Umroli,650,16.25,Super built-up  Area,Ready To Move,1,BHK,Apartment
451,Umroli,930,23.25,Super built-up  Area,Ready To Move,2,BHK,Apartment
452,Dombivali East,560,19.99,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
453,Mira Road East,400,32.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
454,Virar,460,39.3,Built-up  Area,Ready To Move,1,BHK,Apartment
455,Virar,424,36.9,Super built-up  Area,Ready To Move,1,BHK,Apartment
456,Virar,513,43.8,Super built-up  Area,Ready To Move,1,BHK,Apartment
457,Virar,566,50.97,Super built-up  Area,Ready To Move,2,BHK,Apartment
458,Kalyan East,483,43.99,Super built-up  Area,Ready To Move,1,BHK,Apartment
459,Taloje,640,28.16,Super built-up  Area,Ready To Move,1,BHK,Apartment
460,Ulwe,635,37.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
463,Thane West,270,20.39,Super built-up  Area,Ready To Move,1,RK,StudioApartment
464,Bhiwandi,525,22.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
465,Shahapur,437,25.79,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
466,Shahapur,482,28.43,Super built-up  Area,Ready To Move,1,BHK,Apartment
467,Vasai,525,21.0,Built-up  Area,Ready To Move,1,BHK,Apartment
468,Vasai,405,17.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
469,Taloja,375,24.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
470,Taloja,595,39.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
471,Vangani,470,20.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
472,Vangani,553,23.25,Super built-up  Area,Ready To Move,2,BHK,Apartment
473,Dundare,485,18.95,Super built-up  Area,Ready To Move,1,BHK,Apartment
474,Panvel,610,24.4,Built-up  Area,Ready To Move,1,BHK,Apartment
475,Pale Bk.,535,26.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
476,Rasayani,313,27.56,Built-up  Area,Ready To Move,1,BHK,Apartment
477,Rasayani,313,27.56,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
478,Rasayani,298,27.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
479,Rasayani,298,27.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
480,Rasayani,313,27.56,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
481,Rasayani,313,27.56,Built-up  Area,Ready To Move,1,BHK,Apartment
482,Rasayani,298,27.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
483,Rasayani,298,27.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
484,Thakurli,685,48.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
485,Bhayandar East,395,55.99,Super built-up  Area,Ready To Move,1,BHK,Apartment
486,Bhandup West,486,60.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
487,Bandra West,530,185.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
488,Panvel,850,34.8,Super built-up  Area,Ready To Move,2,BHK,Apartment
490,Thane West,1050,95.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
491,Karjat,456,21.99,Super built-up  Area,Ready To Move,1,BHK,Apartment
492,Panvel,600,25.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
493,Seawoods,1250,89.0,Built-up  Area,Ready To Move,2,BHK,Apartment
494,Andheri West,800,55.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
495,Andheri West,2700,2500.0,Super built-up  Area,Not Ready Yet,4,BHK,Apartment
496,Palghar,475,17.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
497,Dombivali,590,29.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
498,Mira Road East,1021,111.00000000000001,Super built-up  Area,Ready To Move,2,BHK,Apartment
499,Kharghar,620,23.99,Super built-up  Area,Ready To Move,1,BHK,Apartment
500,Kharghar,640,25.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
501,Thane West,453,74.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
502,Thane West,668,103.0,Built-up  Area,Ready To Move,2,BHK,Apartment
503,Malad West,706,149.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
504,Malad West,649,129.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
505,Dombivali,600,21.0,Built-up  Area,Ready To Move,1,BHK,Apartment
506,Vasai,610,29.35,Built-up  Area,Ready To Move,1,BHK,Apartment
507,Vasai,655,31.4,Super built-up  Area,Ready To Move,1,BHK,Apartment
508,Vasai,635,30.5,Built-up  Area,Ready To Move,1,BHK,Apartment
509,Vasai,830,40.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
510,Vikhroli West,460,65.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
511,Kalyan West,825,49.0,Built-up  Area,Ready To Move,2,BHK,Apartment
512,Kalyan West,685,45.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
513,Ambernath East,900,50.0,Super built-up  Area,Ready To Move,2,BHK,IndependentFloor
514,Kandivali East,870,145.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
515,Vasai West,410,28.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
516,Karjat,528,24.19,Super built-up  Area,Ready To Move,2,BHK,Apartment
517,Karjat,528,24.19,Built-up  Area,Ready To Move,2,BHK,Apartment
518,Karjat,276,14.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
519,Karjat,276,14.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
520,Karjat,528,24.19,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
521,Karjat,528,24.19,Plot  Area,Ready To Move,2,BHK,Apartment
522,Karjat,276,14.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
523,Karjat,276,14.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
524,Dombivali,600,21.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
525,Dombivali,390,15.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
526,Palghar,520,17.2,Super built-up  Area,Ready To Move,1,BHK,Apartment
527,Palghar,555,18.3,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
528,Palghar,360,12.2,Super built-up  Area,Not Ready Yet,1,RK,StudioApartment
529,Palghar,850,27.5,Super built-up  Area,Ready To Move,2,BHK,Apartment
530,Chembur,582,95.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
531,Sewri,500,130.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
532,Ghatkopar East,430,78.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
533,Andheri East,1200,210.0,Plot  Area,Ready To Move,2,BHK,Apartment
534,Bhandup West,550,82.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
535,Hendre Pada,650,21.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
536,Chembur,1150,160.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
537,Chembur,1100,160.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
538,Thane West,975,145.0,Built-up  Area,Ready To Move,2,BHK,Apartment
539,Chembur,1050,178.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
540,Dombivali,575,30.47,Super built-up  Area,Ready To Move,1,BHK,Apartment
541,Dombivali East,485,25.7,Super built-up  Area,Ready To Move,1,BHK,Apartment
542,Mira Road East,1070,88.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
543,Malad West,880,145.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
544,Bhayandar East,428,45.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
545,Mira Road East,830,97.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
546,Ambernath East,900,54.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
547,Kanjurmarg East,890,130.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
548,Neral,860,36.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
549,Dombivali East,450,32.0,Built-up  Area,Ready To Move,1,BHK,Apartment
550,Thane West,1070,107.0,Built-up  Area,Ready To Move,3,BHK,Apartment
551,Belapur,525,31.0,Built-up  Area,Not Ready Yet,1,BHK,Apartment
552,Dahisar,585,56.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
553,Kurla West,220,40.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
554,Kalyan West,630,40.0,Built-up  Area,Ready To Move,1,BHK,Apartment
555,Vevoor,540,21.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
556,Seawoods,670,99.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
557,Dombivali East,819,95.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
558,Palghar,475,15.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
559,Dombivali,560,35.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
560,Dombivali,750,40.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
561,Nalasopara East,237,26.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
562,Dombivali,340,19.5,Super built-up  Area,Not Ready Yet,1,RK,StudioApartment
563,Mira Road East,620,52.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
564,Thane West,1200,170.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
565,Thane West,502,59.5,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
566,Dombivali,650,45.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
567,Mira Road East,1520,175.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
568,Malad West,310,62.0,Built-up  Area,Ready To Move,1,BHK,Apartment
569,Malad West,320,60.0,Built-up  Area,Ready To Move,1,BHK,Apartment
570,Ghatkopar West,350,58.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
571,Nala Sopara,580,34.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
572,Nala Sopara,550,34.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
573,Ghatkopar East,581,115.99999999999999,Super built-up  Area,Ready To Move,2,BHK,Apartment
574,Borivali East,540,105.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
575,Kandivali East,560,97.0,Built-up  Area,Ready To Move,1,BHK,Apartment
576,Kharghar,600,30.0,Built-up  Area,Ready To Move,1,BHK,Apartment
577,Ville Parle East,2300,825.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
578,Thane West,890,95.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
579,Mumbai Central,2400,600.0,Built-up  Area,Not Ready Yet,3,BHK,Apartment
580,Shelu,520,13.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
581,Palava,1269,85.0,Super built-up  Area,Ready To Move,3,BHK,Apartment
582,Byculla,275,60.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
583,New Balaji Nagar,565,19.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
584,Kalyan West,730,52.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
585,Virar,680,26.51,Built-up  Area,Ready To Move,1,BHK,Apartment
586,Dahisar,1452,311.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
587,Dahisar,726,155.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
588,Dahisar East,1974,500.0,Super built-up  Area,Ready To Move,4,BHK,Apartment
589,Dombivali East,300,15.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
590,Badlapur East,300,18.0,Super built-up  Area,Ready To Move,1,RK,StudioApartment
591,Dahisar,1000,175.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
592,Dombivali,900,65.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
593,Dombivali,610,45.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
594,Dombivli (West),685,44.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
595,Virar,650,36.5,Super built-up  Area,Ready To Move,1,BHK,Apartment
596,Colaba,600,190.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
597,Andheri West,614,73.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
598,Goregaon East,1010,206.99999999999997,Super built-up  Area,Ready To Move,2,BHK,Apartment
599,Ulwe,1150,135.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
600,Kharghar,1150,49.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
601,Kharghar,1150,89.0,Super built-up  Area,Not Ready Yet,2,BHK,Apartment
602,Kharghar,650,25.0,Built-up  Area,Ready To Move,1,BHK,Apartment
603,Taloja,670,28.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
604,Panvel,577,39.79,Super built-up  Area,Ready To Move,2,BHK,Apartment
605,Andheri East,625,110.00000000000001,Super built-up  Area,Ready To Move,2,BHK,Apartment
606,Kandivali West,591,83.0,Built-up  Area,Ready To Move,1,BHK,Apartment
607,Ghatkopar West,1008,190.0,Built-up  Area,Ready To Move,3,BHK,Apartment
608,Thane West,665,80.0,Super built-up  Area,Not Ready Yet,1,BHK,Apartment
609,Ville Parle East,975,254.99999999999997,Super built-up  Area,Ready To Move,2,BHK,Apartment
610,Kharghar,1725,150.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
611,Kharghar,1250,89.0,Super built-up  Area,Ready To Move,2,BHK,Apartment
612,Chembur,280,65.0,Built-up  Area,Ready To Move,1,BHK,Apartment
613,Panvel,1863,250.0,Super built-up  Area,Not Ready Yet,3,BHK,Apartment
614,Vasind,545,24.0,Super built-up  Area,Ready To Move,1,BHK,Apartment
